4313,5/7/2003,Final Jeopardy!,FAMOUS ESTATES,None,"After the U.S. government declined to buy this estate & tomb, a ladies association bought it for $200,000 in 1858",Mount Vernon
4314,5/8/2003,Final Jeopardy!,NATIONAL STATUARY HALL,None,"Both partly of Cherokee descent, they're the 2 men whose statues represent Oklahoma in the U.S. Capitol",Will Rogers & Sequoyah
4315,5/9/2003,Final Jeopardy!,ARCHITECTURAL HISTORY,None,"Emperor Constantine commissioned several of these buildings, named from the Greek for ""royal house""",basilicas
4316,5/12/2003,Final Jeopardy!,MOVIE INDUSTRY HISTORY,None,The company that produced most of Marion Davies' films was named for this magazine; the same person owned both,Cosmopolitan
4317,5/13/2003,Final Jeopardy!,WORLD CITIES,None,"According to U.N. data, it's the world's most populous city named for a person","São Paulo, Brazil"
4318,5/14/2003,Final Jeopardy!,WORLD GEOGRAPHY,None,Heads of state Jiang Zemin & Jorge Sampaio were on hand when this territory changed hands in Dec. 1999,Macau
4319,5/15/2003,Final Jeopardy!,GOVERNORS,None,In 1967 she became the first woman governor of a state east of the Mississippi River,Lurleen B. Wallace (of Alabama)
4320,5/16/2003,Final Jeopardy!,DECLARATION OF INDEPENDENCE SIGNERS,None,"On the list of the signers, 2 of the 3 last names that appear twice","(2 of 3) Adams, Lee & Morris"
4321,5/19/2003,Final Jeopardy!,AWARDS,None,The organization that sponsored the Stage Door Canteens during WWII is now known for these annual awards,Tony Awards
4322,5/20/2003,Final Jeopardy!,MEN OF MEDICINE,None,In 1891 he helped found & became the first chairman of the British Institute of Preventive Medicine,"Joseph Lister (\""Father of Antiseptic Surgery\"")"
4323,5/21/2003,Final Jeopardy!,WORLD CITIES,None,"The food item that some named for Vienna, others named for this city 400 miles away",Frankfurt
4324,5/22/2003,Final Jeopardy!,ECONOMIC HISTORY,None,"Before the first income tax was levied, the U.S. government got 90% of its revenue in the form of these",tariffs
4325,5/23/2003,Final Jeopardy!,FILM ROLES,None,"Dick Powell, Robert Mitchum & Elliott Gould have all played this character on film",Philip Marlowe
4326,5/26/2003,Final Jeopardy!,INSPIRATIONS FOR MUSICALS,None,"In 2002 this novel by C.Y. Lee, first published in 1957, was re-released with a new introduction by David Henry Hwang",Flower Drum Song
4327,5/27/2003,Final Jeopardy!,CLASSIC LITERATURE,None,"""A Bird's Eye View of Paris"" & ""The Bells"" are chapters in this 1831 novel",The Hunchback of Notre Dame
4328,5/28/2003,Final Jeopardy!,PSYCHOLOGY,None,"Partly from the Greek algos, ""pain"", it was first noted in 1688 in Swiss soldiers fighting far from home",nostalgia
4329,5/29/2003,Final Jeopardy!,PRESIDENTIAL ELECTIONS,None,The only 2 Democratic presidents defeated for reelection since the Civil War,Grover Cleveland & Jimmy Carter
4330,5/30/2003,Final Jeopardy!,U.S. CITIES,None,It's the largest U.S. city in population that's named for an American individual,Houston
4331,6/2/2003,Final Jeopardy!,ACTRESSES,None,"She was fined 20,000 francs for ""inciting racial hatred"" by denouncing a religious practice of killing sheep",Brigitte Bardot
4332,6/3/2003,Final Jeopardy!,MEDICAL PRODUCTS,None,"On June 12, 2001 Johnson & Johnson relaunched this brand with a ceremony in a Missouri city",St. Joseph aspirin
4333,6/4/2003,Final Jeopardy!,MAP READING,None,It's the latitude of the South Pole,90 degrees south
4334,6/5/2003,Final Jeopardy!,FIRST NAMES,None,"This name of a character in a 1904 play was inspired by a real little girl's way of saying the word ""friend""",Wendy (from Peter Pan)
4335,6/6/2003,Final Jeopardy!,CANDY,None,"Bill Harmsen, who raised horses in Colo., happily founded this candy co. in 1949 to make money during the winter",Jolly Rancher
4336,6/9/2003,Final Jeopardy!,TIME'S MAN OF THE YEAR,None,"The only man named Time's Man of the Year 2 straight years, he shared the distinction with Kissinger in 1972",Richard M. Nixon
4337,6/10/2003,Final Jeopardy!,2001 NEWS,None,"On May 9, 2001 he signed a state law banning punch-card voting",Jeb Bush (governor of Florida)
4338,6/11/2003,Final Jeopardy!,SCIENTIFIC THEORIES,None,Edward Lorenz' idea of linking this creature to changes in the weather became the basis of chaos theory,the butterfly
4339,6/12/2003,Final Jeopardy!,MUSEUMS,None,The detail seen here is from a painting in this museum,The Prado
4340,6/13/2003,Final Jeopardy!,FAMOUS NAMES,None,The first & middle names of this wealthy man who died in 1975 were those of people who died in 322 B.C. & 399 B.C.,Aristotle (Socrates) Onassis
4341,6/16/2003,Final Jeopardy!,BUSINESS BIGGIES,None,"Founded in 1898 when several cracker companies merged, in 2000 it passed from one tobacco company to another",Nabisco (it went from R.J. Reynolds to Philip Morris)
4342,6/17/2003,Final Jeopardy!,DISNEY FILMS,None,Disney theme park attractions based on this 1960 film flew the flag seen here,Swiss Family Robinson
4343,6/18/2003,Final Jeopardy!,LITERARY TITLE CHARACTERS,None,Fanny Squeers called him Knuckleboy,Nicholas Nickleby
4344,6/19/2003,Final Jeopardy!,FRUIT,None,"From Greek for ""finger"", the Arabs claim it has as many culinary & pharmaceutical uses as days in a year",the date
4345,6/20/2003,Final Jeopardy!,FORMER WORLD LEADERS,None,"Filling out her application to run in 1986, this widowed mother of 5 listed her occupation as housewife",Corazon Aquino (of the Philippines)
4346,6/23/2003,Final Jeopardy!,U.S. HISTORY,None,"For evading taxes on profits earned, former CIA agent Thomas Clines was the only one sent to prison over this scandal",Iran-Contra
4347,6/24/2003,Final Jeopardy!,HOLIDAYS & OBSERVANCES,None,This observance began as a day to eat up all the stuff in your home you couldn't eat for the next 40 days,Mardi Gras (Fat Tuesday)
4348,6/25/2003,Final Jeopardy!,TELEVISION,None,"In Apple's I-Movie program, the effect seen here that's done with photos is named for this TV filmmaker",Ken Burns
4349,6/26/2003,Final Jeopardy!,WORD ORIGINS,None,"This word that begins with the Greek word for ""all"" was coined by John Milton & means ""tumultuous disorder""",pandemonium
4350,6/27/2003,Final Jeopardy!,SONG TITLES,None,The inspiration for this 1964 hit posed alone for the Brazil edition of Playboy in 1987 & with her daughter in 2003,"\""The Girl from Ipanema\"""
4351,6/30/2003,Final Jeopardy!,5-LETTER WORDS,None,Term for an opinion or edict issued by a mufti or 'ulama; a famous one was issued in 1989,fatwa
4352,7/1/2003,Final Jeopardy!,THE MOVIES,None,"(Alex)  Parts of this 1985 movie were filmed right here in Karen, a suburb of Nairobi",Out of Africa
4353,7/2/2003,Final Jeopardy!,THE BODY HUMAN,None,"At about 63%, there are more atoms of this element than any other in your body",hydrogen
4356,7/7/2003,Final Jeopardy!,HISTORIC AMERICANS,None,He turned down an appointment as a U.S. senator in 1875 because it meant accepting a pardon for treason,Jefferson Davis
4357,7/8/2003,Final Jeopardy!,POP MUSIC,None,Take 2 letters off a Beatles song title & you get this title of Paul McCartney's 2002 live CD of his American tour,Back in the U.S.
4358,7/9/2003,Final Jeopardy!,COMPUTERS,None,In 2003 Dell made this computer part on its PCs an option; Apple had stopped including it on Macintoshes 5 years earlier,floppy (or 3 1/2 inch) disk drive
4359,7/10/2003,Final Jeopardy!,ANIMALS,None,"Odobenus, the genus name of this animal, comes from the Greek for ""one who walks with his teeth""",walrus
4360,7/11/2003,Final Jeopardy!,FICTIONAL PLACES,None,"Wilton, Connecticut, a quiet, affluent town near New York City, was the basis for this title town in a 1972 novel",Stepford
4361,7/14/2003,Final Jeopardy!,MAGAZINES,None,"For its 1st swimsuit edition in 2003, it covered 100 years of the swimsuit & included a 1917 photo of topless island women",National Geographic
4362,7/15/2003,Final Jeopardy!,THE CABINET,None,"This department contains the Federal Emergency Management Agency, the Secret Service & the Coast Guard",Department of Homeland Security
4363,7/16/2003,Final Jeopardy!,RECENT MOVIES,None,The opening credits of this 2003 action movie are depicted in Braille,Daredevil
4364,7/17/2003,Final Jeopardy!,PEOPLE,None,"He said, ""I...really never considered myself a TV star.  I always thought I was a neighbor who just came in for a visit""",Fred Rogers (of Mister Rogers' Neighborhood)
4365,7/18/2003,Final Jeopardy!,PEOPLE IN GOVERNMENT,None,"Her first name comes from an Italian musical term meaning to play ""with sweetness""",Condoleezza Rice
4366,9/8/2003,Final Jeopardy!,TOYS & GAMES,None,"12-year-old David Mullany gave this toy its name, a euphemism for striking out in baseball",Wiffleball
4367,9/9/2003,Final Jeopardy!,TV & STAMPS,None,"When this program shows its address to write for audience tickets, its graphic has used one of the stamps seen here",The Price Is Right
4368,9/10/2003,Final Jeopardy!,CHARLES LINDBERGH,None,"After landing in Paris in 1927 Lindbergh filed an exclusive report to newspapers in 2 cities, New York & this",St. Louis
4369,9/11/2003,Final Jeopardy!,OPERETTAS,None,The subject of this 1879 work may have been inspired by unauthorized productions of the creators' original works,The Pirates of Penzance
4370,9/12/2003,Final Jeopardy!,ALPHANUMERICS,None,"When this American company incorporated in 1902, its first products were grinding abrasives & sandpaper",3M
4380,9/26/2003,Final Jeopardy!,THE TOY BOX,None,Spud & Yam are 2 of the offspring of this toy introduced in 1952,Mr. Potato Head
4388,10/8/2003,Final Jeopardy!,SURVEY SAYS,None,"In 1981 this man's company issued its first syndicated CSI, Customer Satisfaction Index",J.D. Power (and Associates)
4389,10/9/2003,Final Jeopardy!,MOVIE CHARACTERS,None,"On the AFI's 2003 lists of favorite movie heroes & villains of all time, this character appears on both lists",the Terminator
4390,10/10/2003,Final Jeopardy!,PEOPLE IN HISTORY,None,"The spear that killed him in 1779 sold at auction in 2003 for over $400,000",Captain James Cook
4391,10/13/2003,Final Jeopardy!,MOVIES,None,A catering hall called Aphrodite's Palace is featured in this 2002 film,My Big Fat Greek Wedding
4392,10/14/2003,Final Jeopardy!,ANCIENT TEXTS,None,"Archaeologist Richard Lepsius gave this name to a collection of spells, hymns & prayers to deities like Ra",The Book of the Dead
4393,10/15/2003,Final Jeopardy!,OPERA SETTINGS,None,"Verdi's Nabucco, who's also known by a longer form of his name, is the king of this ancient place",Babylon
4394,10/16/2003,Final Jeopardy!,NAME'S THE SAME,None,This sports superstar of 1973 bears the name of one of the 6 major organs of the United Nations,Secretariat
4395,10/17/2003,Final Jeopardy!,HISTORIC ROYALTY,None,"These two men seen here, allies during World War I, were sometimes mistaken for each other",Czar Nicholas II & King George V
4396,10/20/2003,Final Jeopardy!,ACTORS & HISTORICAL ROLES,None,"In the 2002 film ""Frida"", Geoffrey Rush portrayed this European firebrand during his final days",Leon Trotsky
4397,10/21/2003,Final Jeopardy!,IN THE MEDICINE CABINET,None,"This product's website features chemistry experiments like ""The Effect of Temperature on Rate of Reaction""",Alka-Seltzer
4398,10/22/2003,Final Jeopardy!,20th CENTURY NOTABLES,None,"Einstein said of him, ""Generations to come will scarcely believe"" one such as he ""walked the Earth in flesh & blood""",Mohandas Gandhi
4399,10/23/2003,Final Jeopardy!,THE INTERNET,None,It is named in honor of a Monty Python sketch that used the word more than 100 times in 2 1/2 minutes,spam
4411,11/10/2003,Final Jeopardy!,NEW ORLEANS,None,"At the end of the American Revolution, this country controlled New Orleans",Spain
4417,11/18/2003,Final Jeopardy!,REFERENCE BOOKS,None,"The name of this type of reference book comes from the Greek for ""circle of instruction""",encyclopedia
4451,1/5/2004,Final Jeopardy!,INVENTIONS,None,"On April 25, 1792 Nicolas-Jacques Pelletier became the first person in history to have a bad encounter with this",the guillotine
4452,1/6/2004,Final Jeopardy!,ANIMALS,None,"Camelus, the genus name of camels, is also the species name of these birds",ostriches
4453,1/7/2004,Final Jeopardy!,SPORTS & BUSINESS,None,The watch Timex introduced in 1986 for this event in Hawaii quickly became the best-selling watch in America,the Ironman Triathlon
4454,1/8/2004,Final Jeopardy!,FILM TITLES,None,This Charlie Chaplin film lent its name to a famous bookstore that recently celebrated its 50th anniversary,City Lights
4455,1/9/2004,Final Jeopardy!,CURRENT WORLD LEADERS,None,He's believed to be grooming his son Gamal to succeed him,Hosni Mubarak
4456,1/12/2004,Final Jeopardy!,AMERICAN WRITERS,None,In 1936 the San Francisco News sent this man to investigate living conditions among migrant workers,John Steinbeck
4457,1/13/2004,Final Jeopardy!,DEADLY FIRSTS,None,"The first man to die as the result of one of these accidents was Lt. Thomas Selfridge on Sept. 17, 1908",an airplane crash
4458,1/14/2004,Final Jeopardy!,WORLD GEOGRAPHY,None,"This country's coastline, on the Gulf of Aden & the Indian Ocean, is the longest on the African continent",Somalia
4459,1/15/2004,Final Jeopardy!,POLITICAL CAMPAIGNS,None,This man's successful 2001 campaign was the most expensive non-presidential campaign in history,Michael Bloomberg
4460,1/16/2004,Final Jeopardy!,THE MOVIES,None,They're the 2 2-letter abbreviations in the titles of movies directed by Steven Spielberg,E.T. (E.T. the Extra-Terrestrial) & A.I. (Artificial Intelligence)
4461,1/19/2004,Final Jeopardy!,RANKS & TITLES,None,"Queen Victoria & Indira Gandhi each held this title, though only one was official",Empress of India
4462,1/20/2004,Final Jeopardy!,THE THIRD CENTURY,None,"Challenging the election of Calixtus in 217, Hippolytus declared himself the first one of these",an antipope
4463,1/21/2004,Final Jeopardy!,SPORTS,None,"On USA Today's list of magical numbers in sports, each had an explanation except 61, which only had this symbol",an asterisk
4464,1/22/2004,Final Jeopardy!,TECHNOLOGY FIRSTS,None,In 1923 the Zeiss unit seen here was placed under a dome to create the first modern one of these,a planetarium
4465,1/23/2004,Final Jeopardy!,LITERARY FEMALES,None,"She's the only female character in all the A.A. Milne ""Winnie The Pooh"" stories",Kanga
4466,1/26/2004,Final Jeopardy!,THE OXFORD ENGLISH DICTIONARY,None,"Tolkien helped the editors define ""hobbit""; Murray Gell-Mann, the term ""quark"", & this man, ""dymaxion""",Buckminster Fuller
4467,1/27/2004,Final Jeopardy!,THE BUSINESS BOOKSHELF,None,"F. Paul Pacult's ""American Still Life"" is the history of this over 200-year-old Kentucky company",Jim Beam
4468,1/28/2004,Final Jeopardy!,LATIN LINGO,None,This 3-word phrase familiar in the U.S. originated in an ancient poem & described assembling foods to make salad,E pluribus unum
4469,1/29/2004,Final Jeopardy!,MYTHOLOGY,None,"They were the 2 parents of a son who ended up half man, half woman",Hermes & Aphrodite
4470,1/30/2004,Final Jeopardy!,PRESIDENTIAL FAMILIES,None,"The Time Almanac lists only the children from his 1772 marriage, but says there's DNA evidence of more",Thomas Jefferson
4471,2/2/2004,Final Jeopardy!,BASEBALL HISTORY,None,"On August 10th, 2003, Rafael Furcal of the Braves became only the 12th man in MLB history to perform this single-handedly",a triple play
4472,2/3/2004,Final Jeopardy!,ARBOREAL MAMMALS,None,"Of the genus Phascolarctos, it's 23-33"" tall with a stout gray or brown body, a big round nose & strong claws",a koala
4473,2/4/2004,Final Jeopardy!,TV PERSONALITIES,None,"In 1994 his alma mater, Sam Houston State University, named its journalism & communications building in his honor",Dan Rather
4474,2/5/2004,Final Jeopardy!,RIPPED FROM THE HEADLINES,None,A November 2003 report said better tree trimming may have prevented this event that affected 50 million people in August,the power blackout
4475,2/6/2004,Final Jeopardy!,19th CENTURY PHILOSOPHY,None,"This 3-word quote, originally in German, comes soon after ""We have killed him -- you and I, all of us are his murderers""","\""God is dead\"""
4486,2/23/2004,Final Jeopardy!,PRESIDENTIAL ELECTIONS,None,"Since 1820, 1 of 3 men to lose a presidential election but win the rematch with the same individual 4 years later","(1 of 3)  Andrew Jackson, William Henry Harrison or Grover Cleveland"
4487,2/24/2004,Final Jeopardy!,FAMOUS NAMES,None,"A grandson of Man O' War, he defeated his uncle in a famous matchup November 1, 1938",Seabiscuit
4488,2/25/2004,Final Jeopardy!,ASTRONOMY,None,"The name of Mintaka, a star in this constellation, is from the Arabic for 'belt""",Orion
4489,2/26/2004,Final Jeopardy!,PSYCHOLOGY,None,"The concept of the ""Oedipus Complex"" was introduced in this 1899 book",The Interpretation of Dreams
4490,2/27/2004,Final Jeopardy!,AMERICAN SLANG,None,"This term for a small, out-of-the-way town is also the name of a long-gone Algonquian Indian tribe",Podunk
4491,3/1/2004,Final Jeopardy!,SPORTS SUPERLATIVES,None,This oldest tennis player ever to win a Grand Slam title did so at the Australian Open mixed doubles in 2003,Martina Navratilova
4492,3/2/2004,Final Jeopardy!,U.S. CURRENCY,None,"It's the only building to appear on 2 current U.S. bills; one is an interior view, the other an exterior view",Independence Hall
4493,3/3/2004,Final Jeopardy!,RECENT MOVIES,None,Chita Rivera made a cameo appearance as a prison inmate in this 2002 film,Chicago
4494,3/4/2004,Final Jeopardy!,FAMOUS LASTS,None,"In July 2003 the last old-style one of these rolled off an assembly line in Mexico, headed for a museum in Germany",the Volkswagen Beetle
4495,3/5/2004,Final Jeopardy!,BOOKS,None,"This book says, ""Monday burn Millay, Wednesday Whitman, Friday Faulkner...that's our official slogan""",Fahrenheit 451
4496,3/8/2004,Final Jeopardy!,BODIES OF WATER,None,The Rush-Bagot Agreement of 1817 between the U.S. & Great Britain limited naval power on these bodies of water,the Great Lakes or Lake Champlain
4497,3/9/2004,Final Jeopardy!,HEALTH & MEDICINE,None,"Named for the region in Uganda where it was discovered in 1937, it was first detected in the U.S. in 1999",West Nile Virus/West Nile Fever
4498,3/10/2004,Final Jeopardy!,20th CENTURY WRITERS,None,"In the '50s, she taught English at Smith College, then worked as a secretary at a Boston psychiatric clinic",Sylvia Plath
4499,3/11/2004,Final Jeopardy!,BRAND NAMES,None,"Benjamin Green's work with cocoa butter led to this brand that, ironically, may be used to prevent what's in its name",Coppertone
4500,3/12/2004,Final Jeopardy!,MYTHOLOGY,None,The current medals for the Summer Olympics feature this goddess on them,Nike
4501,3/15/2004,Final Jeopardy!,THE 1960s,None,"Used most infamously in 1963, a .38-caliber Colt Cobra handgun belonging to this man sold in 1991 for $220,000",Jack Ruby
4502,3/16/2004,Final Jeopardy!,MUSICAL THEATRE,None,"When this Off-Broadway show closed in 2002, its lyricist said, ""You can't be sad for a show that has run 42 years""",The Fantasticks
4503,3/17/2004,Final Jeopardy!,STATE FACTS,None,"Among the inventions to come from this state are Bisquick, Rollerblades & Post-It Notes",Minnesota
4504,3/18/2004,Final Jeopardy!,THE 12th CENTURY,None,This king covered his eyes with his shield so that he would not see the holy city he could not conquer,Richard I (Richard the Lionhearted)
4505,3/19/2004,Final Jeopardy!,PRESIDENTIAL NOMINEES,None,"He wrote a ""Report of the Exploring Expedition to the Rocky Mountains in the Year 1842""",John C. Fremont
4506,3/22/2004,Final Jeopardy!,FAMOUS FELINES,None,"He made his debut in the 1945 short film ""Life with Feathers""",Sylvester
4507,3/23/2004,Final Jeopardy!,POSTAGE STAMPS,None,"""Oh, The Places He'll Go!"" was USA Today's headline announcing the 2004 stamp honoring this artist & author",Dr. Seuss
4508,3/24/2004,Final Jeopardy!,WORD & PHRASE ORIGINS,None,This term was first used in an ice cream trade journal in 1937; it began to appear in the nuclear power industry in the '60s,meltdown
4509,3/25/2004,Final Jeopardy!,INTERNATIONAL PLAYWRIGHTS,None,"(Jimmy of the Clue Crew reports from the Yale Repertory Theatre)  During apartheid, this man chose to premiere several of his plays, including ""A Place with the Pigs"", here at Yale",Athol Fugard
4510,3/26/2004,Final Jeopardy!,MEDICAL TERMINOLOGY,None,A circumorbital hematoma is more commonly known as this,a black eye
4511,3/29/2004,Final Jeopardy!,U.S. GOVERNMENT,None,In 1924 he succeeded William J. Burns who had resigned; he remained in his position for the next 48 years,J. Edgar Hoover
4512,3/30/2004,Final Jeopardy!,AMERICAN LITERATURE,None,"It contains the line ""There stood the Kaatskill Mountains...there was every hill and dale...as it had always been""",Rip Van Winkle
4513,3/31/2004,Final Jeopardy!,HISTORIC NAMES,None,"As a teenager in 1653, he played the sun in a court performance of the ""Ballet de la Nuit""",Louis XIV
4514,4/1/2004,Final Jeopardy!,GOLF,None,It's the only one of golf's 4 major pro events in which amateurs are not permitted to play,the PGA Championship
4515,4/2/2004,Final Jeopardy!,GEORGE WASHINGTON,None,"In 1798 George wrote to John Greenwood, a man in this profession, ""I am...ready to pay what ever you may charge me""",dentist
4516,4/5/2004,Final Jeopardy!,ROCK GROUPS,None,"This rock group took its name from a Johnny Cash album, whose title came from a Winston Churchill speech","Blood, Sweat and Tears"
4517,4/6/2004,Final Jeopardy!,GEOGRAPHIC PHRASES,None,Mythological name sometimes given to Mount Acha & Gibraltar,the Pillars of Hercules
4518,4/7/2004,Final Jeopardy!,NOVELS,None,"First published in 1897, this novel wasn't translated into Romanian until 1992",Dracula
4519,4/8/2004,Final Jeopardy!,ISLANDS,None,"1200 miles from the nearest continent, it entered history because of its isolation (here's a map that shows you where it is)",St. Helena
4520,4/9/2004,Final Jeopardy!,BRITISH ROYALTY,None,The only British monarch of the 20th century not to produce an heir,Edward VIII
4521,4/12/2004,Final Jeopardy!,LABOR UNION PRESIDENTS,None,This current union president was the youngest person ever to receive a star on the Hollywood Walk of Fame,Melissa Gilbert
4522,4/13/2004,Final Jeopardy!,WORD HISTORY,None,Circa 1860 Robert Fitzroy of Britain's meteorological office rejected prediction & prophecy in favor of this word,forecast
4523,4/14/2004,Final Jeopardy!,BIBLICAL JOURNEYS,None,2 names: A man journeying & his country of destination in both Genesis 39 & Matthew 2,Joseph and Egypt
4524,4/15/2004,Final Jeopardy!,20th CENTURY BESTSELLERS,None,"First published in 1967, it tells the story of 7 generations of a Colombian family",One Hundred Years of Solitude
4525,4/16/2004,Final Jeopardy!,AMERICAN ENTERTAINERS,None,"""Evita""'s ""Don't Cry for Me Argentina"" was inspired by a 1969 concert of hers in London; she left the stage after 15 minutes",Judy Garland
4526,4/19/2004,Final Jeopardy!,INTERNATIONAL ORGANIZATIONS,None,From 1894 to 1896 this committee was headed by Dimitrios Vikelas,the International Olympic Committee
4527,4/20/2004,Final Jeopardy!,CANADIAN LITERATURE,None,This 1908 work that was followed by several sequels is the bestselling book ever written by a Canadian,Anne of Green Gables
4528,4/21/2004,Final Jeopardy!,19th CENTURY ART & HISTORY,None,"The red sky in Munch's ""The Scream"" may be from the debris in the Oslo air from this volcano half a world away",Krakatoa
4529,4/22/2004,Final Jeopardy!,TIME MAGAZINE'S MAN OF THE YEAR,None,"The cover story about this 1930 Man of the Year described him as a ""little half-naked brown man""",Mohandas Gandhi
4530,4/23/2004,Final Jeopardy!,CLASSICAL COMPOSERS,None,"The first movement of his 1868 first symphony is subtitled ""Dreams of a Winter Journey""",Pyotr Ilyich Tchaikovsky
4531,4/26/2004,Final Jeopardy!,PHRASES,None,"It's the original meaning of the word ""checkmate"", or what many newspaper headlines said on August 17, 1977","\""The King Is Dead\"""
4532,4/27/2004,Final Jeopardy!,STATE CAPITALS,None,"In 2003 a famous marker on the steps of this city's capitol got an altitude adjustment, being lowered by 3 feet","Denver, Colorado"
4533,4/28/2004,Final Jeopardy!,'80s FILMS,None,"The first film rated PG-13, its colorful title was used as the code name for a 2003 capture mission in Iraq",Red Dawn
4534,4/29/2004,Final Jeopardy!,MYTHOLOGICAL NAMES,None,"His name means ""The Glory of"" a certain goddess, & he built shrines to that goddess",Hercules
4535,4/30/2004,Final Jeopardy!,18th CENTURY BRITISH NOVELS,None,"This title person asks a pile of money, ""What art thou good for?... one of those knives is worth all this heap""",Robinson Crusoe
4536,5/3/2004,Final Jeopardy!,THE WESTERN U.S.,None,2 popular places for swimming in this national park are in Firehole Canyon & at Boiling River,Yellowstone
4537,5/4/2004,Final Jeopardy!,GEOGRAPHIC TERMS,None,"Florida is one of these, Michigan is made up of several & Alaska is the biggest one in the Americas",peninsula
4538,5/5/2004,Final Jeopardy!,CLASSIC MOVIES,None,A 35-foot-long muslin stocking was used to create the cyclone for this 1939 film,The Wizard of Oz
4539,5/6/2004,Final Jeopardy!,INVENTIONS,None,11-year-old Frank Epperson invented this by accident when his fruit drink froze after being left outside overnight,the popsicle
4540,5/7/2004,Final Jeopardy!,THE 50 STATES,None,2 of the 4 states whose names start & end with the same letter,"(2 of) Alaska, Arizona, Alabama & Ohio"
4541,5/10/2004,Final Jeopardy!,THE PRESIDENCY,None,"If a president is impeached, this official presides over the trial in the Senate",the Chief Justice of the United States
4542,5/11/2004,Final Jeopardy!,METALS,None,"Element No. 79, it's estimated that all of it ever mined would only make a cube about 50 feet across",gold
4543,5/12/2004,Final Jeopardy!,POP CULTURE,None,"In 2004 a spokesman announced the ""break-up"" of this ""couple"" who had ""dated"" for 43 years",Ken & Barbie
4544,5/13/2004,Final Jeopardy!,AMERICANA,None,"Beginning an American tradition, in 1801 Aaron Burr's daughter Theodosia & her new husband honeymooned here",Niagara Falls
4545,5/14/2004,Final Jeopardy!,THE U.S. SENATE,None,"In the year 1958, the U.S. Senate was made up of this many members",96
4546,5/17/2004,Final Jeopardy!,THE 50 STATES,None,"The USA's most-climbed mountain, Monadnock, is in this state associated with rock",New Hampshire
4547,5/18/2004,Final Jeopardy!,THE ANIMAL KINGDOM,None,"A part of this marine mammal was prized by medieval folk, who thought it belonged to a unicorn",the narwhal
4548,5/19/2004,Final Jeopardy!,TOURIST ATTRACTIONS,None,"It occupies the 78 acres of land where Met Stadium, former home of the Vikings & Twins, once stood",the Mall of America
4549,5/20/2004,Final Jeopardy!,OSCAR NOMINEES,None,The last 2 sisters nominated against each other for the Best Actress Oscar; it was for 1966,Lynn & Vanessa Redgrave
4550,5/21/2004,Final Jeopardy!,EXPLORATION,None,"He wrote in his diary, ""The loss of pony transport in March 1911 obliged me to start later than I had intended""",Robert Falcon Scott
4551,5/24/2004,Final Jeopardy!,STATE CAPITALS,None,This Southern capital was named for an ancestor of a 20th century poet known for his clever rhymes,"Nashville, Tennessee"
4552,5/25/2004,Final Jeopardy!,MYTHS & LEGENDS,None,At a feast he couldn't enjoy his dinner because his life was literally hanging by a thread,Damocles
4553,5/26/2004,Final Jeopardy!,NFL TEAM NAMES,None,2 of the 4 teams in the NFL with completely alliterative names,"(2 of) the Seattle Seahawks, the Jacksonville Jaguars, the Buffalo Bills, & the Tennessee Titans"
4554,5/27/2004,Final Jeopardy!,LONGFELLOW,None,"In Longfellow's ""Tales of a Wayside Inn"", ""The Landlord's Tale"" concerns this man & begins with the word ""Listen""",Paul Revere
4555,5/28/2004,Final Jeopardy!,THE INTERNET,None,"Among 2-letter country codes in Internet addresses, ""de"" is Germany, ""kh"" is Cambodia & ""es"" is this country",Spain (España)
4556,5/31/2004,Final Jeopardy!,THE MIDWEST,None,"To journey through 3 adjacent states that start with the same letter, you have to go through these 3","Iowa, Illinois & Indiana"
4557,6/1/2004,Final Jeopardy!,AMERICAN LITERATURE,None,"The title object of this 1850 novel is described as ""so fantastically embroidered and illuminated upon her bosom""",The Scarlet Letter
4558,6/2/2004,Final Jeopardy!,THE 2000 OLYMPICS,None,She's the first female track & field athlete to win medals in 5 different events at a single Olympics,Marion Jones
4559,6/3/2004,Final Jeopardy!,WORD ORIGINS,None,This somewhat negative term arose because twisting fibers into thread was mainly a woman's job,spinster
4560,6/4/2004,Final Jeopardy!,RECORD HOLDERS,None,"Phoebe Snetsinger, she of the apropos first name, set a record for this activity, about 8,400 species",birdwatching
4561,6/7/2004,Final Jeopardy!,WORDS & PHRASES,None,"Once slang for brain, this 2-word phrase now means the Heritage Foundation or the Brookings Institution",a think tank
4562,6/8/2004,Final Jeopardy!,EUROPEAN ISLANDS,None,"Gavdos, an islet administratively part of this larger island, is Europe's southernmost point",Crete
4563,6/9/2004,Final Jeopardy!,FICTIONAL CHARACTERS,None,"In a last-minute change in his manuscript, Charles Dickens renamed Little Fred this",Tiny Tim
4564,6/10/2004,Final Jeopardy!,ENTERTAINMENT,None,This title character who debuted in 1999 was created by former marine biology educator Steve Hillenburg,SpongeBob SquarePants
4565,6/11/2004,Final Jeopardy!,UNITED NATIONS HISTORY,None,"In 1960 this new national leader made the longest speech in United Nations history, 4 hours & 29 minutes",Fidel Castro
4566,6/14/2004,Final Jeopardy!,ON EXHIBIT,None,"The Chinese government, which controls all of these in the U.S., won't let a new one be named until it's 100 days old",giant pandas
4567,6/15/2004,Final Jeopardy!,CLASSIC LITERATURE,None,"""Did I request thee, maker, from my clay to mould me man ..."" is the epigraph to this 1818 novel",Frankenstein
